assured_age,nominee_relation,occupation,policy sumassured,premium,premiumpaymentmode,annual income,holdermaritalstatus,indiv_requirementflag,policy term,policy payment term,product type,channel,fraud category
51,spouse,service,"  500,000 ","  50,000 ",yearly,"  780,000 ",married,medical,12,10,ulip,bancassurance,misrepresentation
55,grand daughter,housewife,"  400,000 ","  40,000 ",yearly,"  420,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
54,wife,business,"  1,000,000 ","  100,000 ",yearly,"  600,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
54,spouse,business,"  300,000 ","  30,000 ",yearly,"  480,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
52,wife,service,"  400,000 ","  40,000 ",yearly,"  420,000 ",married,medical,12,10,ulip,bancassurance,misrepresentation
48,son,agriculturist,"  300,000 ","  30,000 ",yearly,"  300,000 ",married,medical,12,10,ulip,bancassurance,misrepresentation
48,spouse,service,"  1,000,000 ","  100,000 ",yearly,"  800,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
48,sister,service,"  300,000 ","  30,000 ",yearly,"  960,000 ",married,medical,12,10,ulip,bancassurance,misrepresentation
46,husband,housewife,"  500,000 ","  50,000 ",yearly,"  540,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
55,wife,service,"  500,000 ","  50,000 ",yearly,"  600,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
54,wife,service,"  400,000 ","  40,000 ",yearly,"  840,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
48,wife,service,"  300,000 ","  30,000 ",yearly,"  528,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
52,brother,business,"  500,000 ","  50,000 ",yearly,"  406,480 ",single,non medical,12,10,ulip,bancassurance,misrepresentation
54,wife,service,"  300,000 ","  30,000 ",yearly,"  576,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
51,husband,housewife,"  300,000 ","  30,000 ",yearly,"  250,000 ",married,non medical,12,10,ulip,retail agency,misrepresentation
53,niece,service,"  500,000 ","  50,000 ",yearly,"  400,000 ",widowed,non medical,12,10,ulip,bancassurance,misrepresentation
50,spouse,service,"  500,000 ","  50,000 ",yearly,"  960,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
51,wife,service,"  800,000 ","  80,000 ",yearly,"  504,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
52,wife,self-employed,"  1,500,000 ","  150,000 ",yearly,"  480,000 ",married,non medical,18,10,ulip,retail agency,misrepresentation
54,wife,agriculturist,"  300,000 ","  30,000 ",yearly,"  480,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
50,wife,business,"  500,000 ","  50,000 ",yearly,"  480,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
48,son,service,"  500,000 ","  50,000 ",yearly,"  504,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
47,wife,service,"  2,000,000 ","  200,000 ",yearly,"  840,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
48,son,housewife,"  1,000,000 ","  100,000 ",yearly,"  600,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
50,wife,service,"  300,000 ","  30,000 ",yearly,"  400,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
53,wife,service,"  500,000 ","  50,000 ",yearly,"  310,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
54,wife,service,"  400,000 ","  40,000 ",yearly,"  600,000 ",married,medical,12,10,ulip,bancassurance,misrepresentation
49,wife,service,"  300,000 ","  30,000 ",yearly,"  500,000 ",married,non medical,12,10,ulip,retail agency,misrepresentation
48,wife,business,"  600,000 ","  60,000 ",yearly,"  400,000 ",married,non medical,12,10,ulip,retail agency,misrepresentation
51,wife,agriculturist,"  500,000 ","  50,000 ",yearly,"  352,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
51,husband,service,"  2,000,000 ","  200,000 ",yearly,"  1,020,000 ",married,non medical,15,10,ulip,retail agency,misrepresentation
51,spouse,service,"  500,000 ","  50,000 ",yearly,"  600,000 ",married,non medical,12,10,ulip,retail agency,misrepresentation
52,son,business,"  500,000 ","  50,000 ",yearly,"  500,000 ",married,non medical,12,10,ulip,retail agency,misrepresentation
53,wife,service,"  500,000 ","  50,000 ",yearly,"  840,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
54,niece,service,"  750,000 ","  75,000 ",yearly,"  600,000 ",single,non medical,12,10,ulip,retail agency,misrepresentation
55,son,service,"  500,000 ","  50,000 ",yearly,"  672,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
48,husband,housewife,"  300,000 ","  30,000 ",yearly,"  180,000 ",married,non medical,12,10,ulip,retail agency,misrepresentation
50,wife,service,"  500,000 ","  50,000 ",yearly,"  700,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
49,husband,housewife,"  400,000 ","  40,000 ",yearly,"  360,000 ",married,non medical,12,10,ulip,retail agency,misrepresentation
52,wife,service,"  500,000 ","  50,000 ",yearly,"  960,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
49,wife,service,"  500,000 ","  50,000 ",yearly,"  600,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
52,son,agriculturist,"  1,000,000 ","  100,000 ",yearly,"  1,000,000 ",married,non medical,12,10,ulip,retail agency,misrepresentation
53,wife,agriculturist,"  500,000 ","  50,000 ",yearly,"  400,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
46,daughter,business,"  500,000 ","  50,000 ",yearly,"  600,000 ",married,non medical,12,10,ulip,retail agency,misrepresentation
53,wife,agriculturist,"  300,000 ","  30,000 ",yearly,"  480,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
53,wife,service,"  300,000 ","  30,000 ",yearly,"  504,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
53,spouse,business,"  1,000,000 ","  100,000 ",yearly,"  1,000,000 ",married,non medical,12,10,ulip,retail agency,misrepresentation
46,wife,service,"  500,000 ","  50,000 ",yearly,"  480,000 ",married,non medical,20,10,ulip,retail agency,misrepresentation
50,wife,construction labour,"  1,000,000 ","  100,000 ",yearly,"  1,200,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
49,wife,business,"  500,000 ","  50,000 ",yearly,"  525,000 ",married,non medical,12,10,ulip,retail agency,misrepresentation
52,wife,service,"  500,000 ","  50,000 ",yearly,"  600,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
50,daughter,business,"  500,000 ","  50,000 ",yearly,"  540,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
49,wife,service,"  400,000 ","  40,000 ",yearly,"  500,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
48,wife,service,"  1,000,000 ","  100,000 ",yearly,"  612,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
46,wife,service,"  300,000 ","  30,000 ",yearly,"  720,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
51,wife,service,"  300,000 ","  30,000 ",yearly,"  420,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
49,wife,service,"  1,000,000 ","  100,000 ",yearly,"  1,020,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
54,brother,service,"  400,000 ","  40,000 ",yearly,"  1,500,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
54,wife,agriculturist,"  300,000 ","  30,000 ",yearly,"  360,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
47,son,service,"  400,000 ","  40,000 ",yearly,"  800,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
53,son,service,"  600,000 ","  60,000 ",yearly,"  600,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
53,wife,business,"  499,000 ","  49,900 ",yearly,"  480,000 ",married,non medical,12,10,ulip,retail agency,misrepresentation
54,wife,service,"  500,000 ","  50,000 ",yearly,"  1,200,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
46,son,business,"  300,000 ","  30,000 ",yearly,"  400,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
46,wife,service,"  500,000 ","  50,000 ",yearly,"  480,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
54,spouse,service,"  1,000,000 ","  100,000 ",yearly,"  1,000,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
53,son,service,"  300,000 ","  30,000 ",yearly,"  864,000 ",married,medical,12,10,ulip,bancassurance,misrepresentation
52,daughter,business,"  500,000 ","  50,000 ",yearly,"  1,000,000 ",married,non medical,18,10,ulip,retail agency,misrepresentation
54,wife,service,"  500,000 ","  50,000 ",yearly,"  600,000 ",married,non medical,12,10,ulip,bancassurance,misrepresentation
46,wife,service,"  300,000 ","  30,000 ",yearly,"  672,000 ",married,medical,12,10,ulip,bancassurance,misrepresentation
51,daughter,self-employed,"  500,000 ","  50,000 ",yearly,"  400,000 ",married,medical,12,10,ulip,retail agency,misrepresentation
49,husband,agriculturist,"  499,000 ","  49,900 ",yearly,"  300,000 ",married,non medical,12,10,ulip,retail agency,misrepresentation
55,niece,service,"  400,000 ","  40,000 ",yearly,"  544,000 ",single,non medical,15,10,ulip,retail agency,misrepresentation
52,spouse,service,"  300,000 ","  30,000 ",yearly,"  480,000 ",married,medical,12,10,ulip,bancassurance,misrepresentation
53,spouse,service,"  500,000 ","  50,000 ",yearly,"  600,000 ",married,medical,12,10,ulip,bancassurance,misrepresentation
41,mother,agriculturist,"  500,000 ","  50,000 ",yearly,"  420,000 ",single,non medical,12,10,ulip,bancassurance,misrepresentation
53,spouse,service,"  928,000 ","  92,800 ",yearly,"  1,500,000 ",married,non medical,15,10,ulip,retail agency,misrepresentation
20,mother,agriculturist,"  210,000 ","  18,584 ",yearly,"  216,000 ",single,non medical,15,10,traditional,retail agency,misrepresentation
32,wife,business,"  500,000 ","  26,987 ",yearly,"  300,000 ",married,non medical,25,10,traditional,retail agency,misrepresentation
42,wife,business,"  212,000 ","  20,181 ",half yearly,"  240,000 ",married,non medical,15,10,traditional,retail agency,misrepresentation
46,wife,business,"  200,000 ","  31,202 ",yearly,"  360,000 ",married,non medical,15,10,traditional,retail agency,misrepresentation
47,wife,service,"  275,000 ","  43,313 ",yearly,"  660,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
48,son,business,"  1,000,000 ","  155,496 ",yearly,"  1,032,000,000 ",married,non medical,15,10,traditional,retail agency,misrepresentation
44,daughter,self-employed,"  100,000 ","  11,478 ",yearly,"  300,000 ",married,medical,13,10,traditional,retail agency,misrepresentation
28,daughter,service,"  2,000,000 ","  112,373 ",yearly,"  540,000 ",married,non medical,20,10,traditional,retail agency,misrepresentation
37,son,business,"  300,000 ","  17,337 ",yearly,"  540,000 ",married,non medical,21,10,traditional,retail agency,misrepresentation
60,wife,retired,"  470,000 ","  107,311 ",yearly,"  540,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
57,wife,service,"  120,000 ","  25,639 ",yearly,"  720,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
54,spouse,service,"  180,000 ","  36,373 ",yearly,"  780,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
55,son,service,"  110,000 ","  22,829 ",yearly,"  720,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
52,wife,service,"  100,000 ","  19,640 ",yearly,"  360,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
55,son,service,"  300,000 ","  60,694 ",yearly,"  840,000 ",married,medical,15,10,traditional,retail agency,misrepresentation
49,wife,service,"  160,000 ","  30,372 ",yearly,"  240,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
59,daughter,service,"  300,000 ","  69,035 ",half yearly,"  679,260 ",married,medical,15,10,traditional,retail agency,misrepresentation
57,wife,service,"  500,000 ","  104,218 ",yearly,"  600,000 ",married,medical,15,10,traditional,retail agency,misrepresentation
57,son,business,"  500,000 ","  106,302 ",half yearly,"  600,000 ",married,medical,15,10,traditional,retail agency,misrepresentation
54,husband,housewife,"  300,000 ","  59,681 ",yearly,"  504,000 ",married,medical,15,10,traditional,retail agency,misrepresentation
60,wife,retired,"  961,000 ","  226,005 ",yearly,"  1,500,000 ",married,medical,15,10,traditional,retail agency,misrepresentation
58,son,agriculturist,"  115,000 ","  25,150 ",yearly,"  360,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
60,wife,retired,"  100,000 ","  23,146 ",yearly,"  600,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
49,wife,service,"  600,000 ","  29,469 ",yearly,"  540,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
45,wife,service,"  525,000 ","  19,811 ",yearly,"  720,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
30,wife,service,"  1,500,000 ","  22,509 ",yearly,"  326,292 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
50,wife,service,"  1,000,000 ","  39,438 ",yearly,"  744,000 ",married,medical,10,10,traditional,retail agency,misrepresentation
45,spouse,service,"  550,000 ","  20,754 ",yearly,"  480,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
49,wife,service,"  520,000 ","  19,638 ",yearly,"  300,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  1,000,000 ","  54,131 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
53,son,service,"  500,000 ","  24,725 ",yearly,"  750,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
34,wife,business,"  1,000,000 ","  10,398 ",yearly,"  520,000 ",married,non medical,15,10,traditional,retail agency,misrepresentation
52,son,service,"  500,000 ","  29,333 ",yearly,"  504,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
27,wife,service,"  550,000 ","  8,725 ",yearly,"  540,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
52,wife,service,"  650,000 ","  38,133 ",yearly,"  500,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
52,daughter,service,"  500,000 ","  29,333 ",yearly,"  450,000 ",widowed,non medical,10,10,traditional,bancassurance,misrepresentation
46,wife,service,"  500,000 ","  20,205 ",yearly,"  420,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
52,son,service,"  650,000 ","  38,133 ",yearly,"  744,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
43,wife,service,"  500,000 ","  12,801 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
53,wife,service,"  500,000 ","  30,932 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
53,spouse,service,"  1,200,000 ","  72,857 ",yearly,"  900,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
52,wife,service,"  1,000,000 ","  57,517 ",yearly,"  720,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
45,son,service,"  670,000 ","  25,282 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
46,wife,service,"  500,000 ","  20,205 ",yearly,"  840,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
53,wife,service,"  750,000 ","  46,045 ",yearly,"  720,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
43,wife,service,"  900,000 ","  31,008 ",yearly,"  960,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
47,wife,other arm forces except police,"  600,000 ","  25,945 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
54,daughter,service,"  500,000 ","  32,641 ",yearly,"  900,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
52,wife,service,"  1,100,000 ","  32,542 ",yearly,"  960,000 ",married,medical,20,10,traditional,bancassurance,misrepresentation
26,father,service,"  1,800,000 ","  24,773 ",yearly,"  540,000 ",single,non medical,10,10,traditional,bancassurance,misrepresentation
49,wife,service,"  1,000,000 ","  47,966 ",yearly,"  1,440,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  1,000,000 ","  54,131 ",yearly,"  840,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  800,000 ","  43,848 ",yearly,"  720,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
58,wife,service,"  500,000 ","  40,259 ",yearly,"  840,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
38,husband,service,"  1,100,000 ","  24,772 ",yearly,"  460,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
46,wife,service,"  1,180,000 ","  48,794 ",yearly,"  1,200,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
54,wife,service,"  620,000 ","  40,474 ",yearly,"  700,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
46,spouse,service,"  500,000 ","  20,205 ",yearly,"  400,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
50,wife,service,"  600,000 ","  31,237 ",yearly,"  960,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
45,wife,service,"  1,000,000 ","  36,585 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
50,wife,service,"  700,000 ","  37,906 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
52,wife,service,"  500,000 ","  29,333 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
58,wife,service,"  530,000 ","  42,674 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  1,450,000 ","  63,656 ",yearly,"  960,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
52,wife,service,"  500,000 ","  30,506 ",half yearly,"  720,000 ",married,non medical,10,10,traditional,retail agency,misrepresentation
56,spouse,service,"  570,000 ","  20,258 ",yearly,"  700,000 ",married,medical,19,10,traditional,retail agency,misrepresentation
48,wife,service,"  1,000,000 ","  44,987 ",yearly,"  700,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
52,son,service,"  600,000 ","  35,200 ",yearly,"  800,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
52,wife,service,"  500,000 ","  16,312 ",yearly,"  600,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
55,spouse,service,"  500,000 ","  35,446 ",yearly,"  840,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
43,wife,service,"  650,000 ","  21,342 ",yearly,"  780,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  700,000 ","  38,696 ",yearly,"  504,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
48,wife,service,"  900,000 ","  31,685 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
53,son,service,"  500,000 ","  30,932 ",yearly,"  480,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
49,wife,service,"  600,000 ","  29,469 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  680,000 ","  20,401 ",yearly,"  687,000 ",married,medical,18,10,traditional,bancassurance,misrepresentation
44,husband,service,"  630,000 ","  22,180 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  500,000 ","  21,219 ",yearly,"  744,000 ",married,non medical,10,10,traditional,institutional alliance,misrepresentation
53,wife,service,"  500,000 ","  17,227 ",yearly,"  700,000 ",married,non medical,15,10,traditional,bancassurance,misrepresentation
55,son,service,"  500,000 ","  34,401 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
55,wife,service,"  500,000 ","  34,401 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
57,wife,service,"  500,000 ","  29,129 ",yearly,"  480,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
50,wife,service,"  500,000 ","  26,031 ",yearly,"  780,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
48,wife,service,"  1,000,000 ","  44,987 ",yearly,"  552,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
46,wife,service,"  700,000 ","  28,287 ",yearly,"  720,000 ",married,non medical,10,10,traditional,retail agency,misrepresentation
40,spouse,service,"  1,000,000 ","  25,634 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
49,spouse,service,"  1,000,000 ","  50,056 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
48,spouse,service,"  600,000 ","  27,682 ",yearly,"  540,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
48,wife,service,"  800,000 ","  38,205 ",yearly,"  720,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
58,daughter,service,"  1,000,000 ","  63,089 ",half yearly,"  679,260 ",married,medical,10,10,traditional,retail agency,misrepresentation
56,spouse,service,"  545,000 ","  30,173 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
52,spouse,service,"  500,000 ","  30,378 ",yearly,"  780,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
50,daughter,service,"  800,000 ","  41,273 ",yearly,"  540,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
58,wife,service,"  500,000 ","  27,881 ",yearly,"  840,000 ",married,medical,15,10,traditional,bancassurance,misrepresentation
53,wife,service,"  500,000 ","  30,932 ",yearly,"  500,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
40,son,service,"  1,600,000 ","  39,927 ",yearly,"  540,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
46,son,business,"  950,000 ","  17,841 ",half yearly,"  480,000 ",married,non medical,27,10,traditional,retail agency,misrepresentation
53,spouse,service,"  500,000 ","  31,977 ",yearly,"  804,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
55,son,service,"  800,000 ","  54,666 ",yearly,"  960,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
56,wife,service,"  530,000 ","  29,343 ",yearly,"  840,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
57,wife,service,"  520,000 ","  39,652 ",yearly,"  540,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
53,wife,service,"  800,000 ","  50,787 ",yearly,"  720,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  500,000 ","  28,685 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
56,wife,service,"  500,000 ","  27,682 ",yearly,"  756,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
40,wife,service,"  875,000 ","  24,853 ",yearly,"  780,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  1,000,000 ","  36,205 ",monthly,"  750,000 ",married,medical,24,10,traditional,retail agency,misrepresentation
54,husband,service,"  500,000 ","  19,860 ",yearly,"  780,000 ",married,non medical,20,10,traditional,retail agency,misrepresentation
52,wife,service,"  500,000 ","  22,431 ",yearly,"  504,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
50,wife,service,"  600,000 ","  31,237 ",yearly,"  660,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
56,son,service,"  500,000 ","  36,230 ",yearly,"  1,000,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
49,spouse,service,"  1,000,000 ","  47,966 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
47,wife,service,"  1,130,000 ","  49,926 ",yearly,"  1,200,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
48,wife,service,"  660,000 ","  30,450 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
51,son,self-employed,"  500,000 ","  27,640 ",yearly,"  720,000 ",married,non medical,10,10,traditional,retail agency,misrepresentation
54,wife,service,"  500,000 ","  24,965 ",yearly,"  576,000 ",married,non medical,10,10,traditional,retail agency,misrepresentation
52,wife,service,"  700,000 ","  42,529 ",yearly,"  700,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
52,spouse,service,"  600,000 ","  35,200 ",yearly,"  700,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
47,spouse,service,"  700,000 ","  30,269 ",yearly,"  420,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
50,daughter,service,"  500,000 ","  26,031 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
54,wife,service,"  930,000 ","  60,274 ",yearly,"  1,000,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
55,wife,service,"  730,000 ","  50,226 ",yearly,"  660,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
49,wife,service,"  800,000 ","  38,916 ",yearly,"  696,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
52,wife,service,"  500,000 ","  29,333 ",yearly,"  624,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
46,wife,service,"  500,000 ","  20,205 ",yearly,"  7,000,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
54,wife,service,"  550,000 ","  35,905 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
48,wife,service,"  500,000 ","  22,572 ",yearly,"  480,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
55,wife,service,"  500,000 ","  34,401 ",yearly,"  720,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
54,wife,service,"  500,000 ","  32,641 ",yearly,"  660,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
53,wife,service,"  500,000 ","  30,932 ",yearly,"  576,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
46,wife,service,"  800,000 ","  31,952 ",yearly,"  300,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
55,wife,service,"  500,000 ","  34,401 ",yearly,"  540,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
52,son,service,"  1,000,000 ","  57,517 ",yearly,"  1,200,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
48,wife,service,"  700,000 ","  33,759 ",yearly,"  720,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
54,son,service,"  500,000 ","  33,946 ",half yearly,"  672,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
56,wife,service,"  500,000 ","  36,230 ",yearly,"  660,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
47,wife,service,"  800,000 ","  34,217 ",yearly,"  660,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
49,wife,service,"  900,000 ","  43,780 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
50,wife,service,"  1,000,000 ","  50,912 ",yearly,"  800,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
57,wife,service,"  500,000 ","  29,129 ",yearly,"  500,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
53,son,service,"  1,000,000 ","  60,715 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
48,wife,service,"  900,000 ","  41,100 ",yearly,"  300,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
50,daughter,service,"  540,000 ","  28,113 ",yearly,"  576,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
47,wife,service,"  500,000 ","  21,621 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
55,son,service,"  500,000 ","  26,297 ",yearly,"  600,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
51,wife,service,"  800,000 ","  43,848 ",yearly,"  850,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
46,spouse,service,"  500,000 ","  20,205 ",yearly,"  540,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
57,wife,service,"  500,000 ","  29,129 ",yearly,"  600,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
56,wife,service,"  500,000 ","  36,230 ",yearly,"  744,000 ",married,medical,10,10,traditional,bancassurance,misrepresentation
54,wife,service,"  500,000 ","  32,641 ",yearly,"  800,000 ",married,non medical,10,10,traditional,bancassurance,misrepresentation
